0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
2,-1,5699,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
2,-1,5699,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
2,-1,5699,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
0,16,-1,553,0,0,2,0,
0,17,-1,600,2,0,1,2,
0,18,-1,714,1,0,0,1,
0,19,-1,850,0,0,1,0,
0,20,-1,876,0,3,1,0,
0,21,-1,1132,2,0,0,2,
1,22,7,1390,0,0,0,0,
2,7,1391,
2,-1,1566,
2,-1,1882,
1,23,6,2137,1,0,0,1,
0,24,-1,2414,1,1,0,1,
2,6,3233,
2,-1,3719,
0,25,-1,3830,1,1,2,1,
2,-1,4534,
2,-1,4608,
2,-1,5699,
0,0,-1,3,1,0,0,1,
0,1,-1,12,0,0,1,0,
0,2,-1,74,1,0,0,1,
0,3,-1,87,1,0,0,1,
0,4,-1,115,1,0,0,1,
0,5,-1,127,0,0,1,0,
0,6,-1,144,0,0,1,0,
0,7,-1,145,1,0,0,1,
0,8,-1,146,0,0,1,0,
0,9,-1,159,1,0,0,1,
0,10,-1,181,0,0,1,0,
0,11,-1,222,1,1,0,1,
0,12,-1,235,0,0,1,0,
0,13,-1,264,1,1,0,1,
0,14,-1,360,1,0,1,1,
0,15,-1,444,1,0,1,1,
